N_communes;N_pop;D_pop;N_kids;W_pop;N_retired;N_foreigners;Natural_growth;N_wedding;N_death;Prop_fam;M_home;S_primary;S_tertiary;N_nlog;N_indivihome;little_house;N_social;N_cinema;Migratory_balance
Bürglen (UR);3930.00;74.10;803.00;2347.00;780.00;231.00;-7.00;21.00;44.00;8.20;2.43;100.00;135.00;26.00;47.70;52.60;39.00;0.00;-15.90
Erstfeld;3861.00;65.30;751.00;2208.00;902.00;814.00;6.00;24.00;36.00;6.60;2.22;34.00;156.00;23.00;51.90;59.70;112.00;0.00;3.40
Flüelen;2025.00;163.40;375.00;1229.00;421.00;270.00;4.00;8.00;20.00;6.30;2.24;14.00;98.00;39.00;34.60;56.90;42.00;0.00;32.60
Göschenen;428.00;4.10;56.00;252.00;120.00;87.00;-1.00;0.00;4.00;4.40;2.06;9.00;32.00;0.00;36.70;65.60;X;0.00;-9.30
Gurtnellen;512.00;6.10;85.00;284.00;143.00;47.00;-1.00;0.00;4.00;7.20;2.16;27.00;25.00;0.00;45.80;48.20;12.00;0.00;-30.80
Hospental;182.00;5.20;23.00;109.00;50.00;28.00;-1.00;1.00;1.00;4.70;2.12;4.00;10.00;0.00;51.00;51.10;X;0.00;22.10
Isenthal;476.00;7.80;106.00;279.00;91.00;4.00;4.00;3.00;2.00;18.40;2.91;43.00;16.00;0.00;39.00;53.70;X;0.00;-6.30
Realp;142.00;1.80;13.00;76.00;53.00;20.00;-1.00;2.00;1.00;0.00;1.86;X;13.00;0.00;29.60;80.50;X;0.00;-47.90
Schattdorf;5408.00;331.20;1113.00;3137.00;1158.00;510.00;15.00;25.00;39.00;6.50;2.39;37.00;202.00;11.00;50.10;52.10;64.00;0.00;-4.40
Seedorf (UR);1876.00;121.20;503.00;1074.00;299.00;135.00;3.00;7.00;10.00;10.30;2.58;9.00;71.00;0.00;58.10;40.90;7.00;0.00;-7.40
Seelisberg;688.00;51.80;105.00;389.00;194.00;109.00;4.00;2.00;1.00;5.80;2.06;27.00;28.00;3.00;55.80;51.50;6.00;0.00;11.70
Silenen;1951.00;13.50;360.00;1164.00;427.00;122.00;-5.00;8.00;17.00;8.10;2.40;44.00;64.00;2.00;56.60;53.30;9.00;0.00;-3.60
Sisikon;383.00;23.30;78.00;242.00;63.00;92.00;-1.00;2.00;5.00;7.00;2.19;9.00;19.00;2.00;38.90;54.50;11.00;0.00;0.00
Spiringen;842.00;13.00;180.00;489.00;173.00;16.00;8.00;2.00;3.00;12.00;2.52;60.00;42.00;4.00;49.90;57.40;X;0.00;3.60
Unterschächen;695.00;8.70;160.00;408.00;127.00;6.00;6.00;3.00;4.00;12.10;2.61;37.00;20.00;1.00;63.60;46.80;X;0.00;-20.00
Wassen;412.00;4.30;77.00;238.00;97.00;92.00;-5.00;0.00;7.00;8.40;2.22;15.00;35.00;0.00;53.90;48.50;X;0.00;51.40
Einsiedeln;16247.00;164.20;3212.00;9954.00;3081.00;2726.00;-9.00;73.00;163.00;6.20;2.25;195.00;929.00;49.00;55.40;54.20;249.00;1.00;7.40
Gersau;2364.00;164.60;360.00;1443.00;561.00;623.00;-2.00;6.00;21.00;3.90;2.05;39.00;131.00;0.00;44.30;58.00;29.00;0.00;17.50
Feusisberg;5427.00;310.10;931.00;3510.00;986.00;1396.00;21.00;30.00;21.00;5.50;2.28;58.00;763.00;28.00;47.30;51.20;37.00;0.00;11.90
Freienbach;16520.00;1198.00;2902.00;10383.00;3235.00;4856.00;9.00;61.00;141.00;5.00;2.21;44.00;2330.00;26.00;52.90;59.60;217.00;0.00;1.50
Wollerau;7385.00;1170.40;1243.00;4586.00;1556.00;1912.00;-1.00;31.00;46.00;5.50;2.26;20.00;1049.00;64.00;63.00;49.90;101.00;0.00;11.60
Küssnacht (SZ);13531.00;460.40;2535.00;8401.00;2595.00;3266.00;17.00;58.00;124.00;5.30;2.23;103.00;886.00;60.00;39.70;55.80;211.00;0.00;16.90
Altendorf;7111.00;348.40;1310.00;4576.00;1225.00;1526.00;43.00;32.00;30.00;4.90;2.27;75.00;573.00;11.00;53.20;54.00;69.00;0.00;1.30
Galgenen;5277.00;397.70;1118.00;3275.00;884.00;1127.00;7.00;23.00;37.00;5.70;2.34;63.00;242.00;26.00;58.60;54.10;64.00;0.00;6.50
Innerthal;178.00;3.60;30.00;108.00;40.00;10.00;-3.00;1.00;3.00;6.30;2.20;4.00;11.00;0.00;52.50;50.80;X;0.00;11.30
Lachen;9137.00;3775.60;1686.00;5766.00;1685.00;2871.00;30.00;33.00;76.00;4.30;2.16;X;750.00;120.00;45.70;62.00;181.00;0.00;24.80
Reichenburg;3891.00;336.90;855.00;2524.00;512.00;920.00;27.00;18.00;24.00;7.50;2.44;29.00;172.00;41.00;64.80;49.40;37.00;0.00;11.90
Schübelbach;9289.00;320.20;1886.00;5987.00;1416.00;2832.00;44.00;42.00;64.00;6.20;2.32;67.00;414.00;72.00;56.90;56.40;240.00;0.00;5.70
Tuggen;3317.00;245.50;655.00;2134.00;528.00;569.00;26.00;17.00;17.00;6.40;2.33;41.00;170.00;1.00;51.50;53.20;52.00;0.00;-2.10
Vorderthal;1014.00;36.30;160.00;661.00;193.00;89.00;5.00;6.00;8.00;5.40;2.16;43.00;28.00;4.00;49.70;51.90;X;0.00;13.00
Wangen (SZ);5344.00;631.70;973.00;3401.00;970.00;852.00;20.00;32.00;47.00;4.60;2.26;46.00;311.00;73.00;61.80;54.90;64.00;0.00;33.90
Alpthal;613.00;26.80;109.00;391.00;113.00;61.00;-3.00;3.00;6.00;6.50;2.19;22.00;34.00;0.00;63.80;53.00;X;0.00;-11.30
Arth;12184.00;289.80;2448.00;7695.00;2041.00;3534.00;37.00;50.00;111.00;6.90;2.33;106.00;547.00;39.00;45.40;59.10;227.00;0.00;0.60
Illgau;795.00;72.60;207.00;485.00;103.00;23.00;-3.00;2.00;8.00;15.50;2.66;22.00;24.00;6.00;22.30;41.10;X;0.00;0.00
Ingenbohl;8977.00;669.90;1581.00;5241.00;2155.00;1804.00;-25.00;39.00;105.00;4.70;2.15;30.00;522.00;69.00;41.20;52.90;174.00;0.00;4.50
Lauerz;1136.00;123.60;278.00;699.00;159.00;127.00;6.00;4.00;5.00;9.60;2.51;26.00;45.00;2.00;62.60;49.20;X;0.00;8.90
Morschach;1151.00;55.30;257.00;734.00;160.00;247.00;2.00;4.00;8.00;7.60;2.31;35.00;84.00;9.00;44.40;51.20;X;0.00;3.50
Muotathal;3470.00;20.20;785.00;2038.00;647.00;197.00;-10.00;10.00;42.00;9.60;2.43;101.00;138.00;15.00;32.80;50.40;26.00;1.00;-3.50
Oberiberg;878.00;26.50;133.00;473.00;272.00;84.00;-7.00;3.00;11.00;4.20;1.93;30.00;71.00;2.00;49.70;56.90;9.00;0.00;12.60
Riemenstalden;86.00;7.70;32.00;32.00;22.00;4.00;0.00;1.00;0.00;21.90;2.69;8.00;5.00;0.00;41.70;62.70;X;0.00;0.00
Rothenthurm;2484.00;109.20;604.00;1561.00;319.00;418.00;9.00;8.00;22.00;11.10;2.50;47.00;139.00;16.00;36.30;48.20;18.00;0.00;4.90
Sattel;1925.00;110.70;427.00;1220.00;278.00;256.00;6.00;7.00;16.00;8.40;2.31;53.00;113.00;4.00;48.90;48.30;16.00;0.00;-1.60
Schwyz;15435.00;290.20;2946.00;9532.00;2957.00;2937.00;6.00;68.00;150.00;6.50;2.24;147.00;1085.00;221.00;40.90;52.70;292.00;1.00;12.40
Steinen;3624.00;305.80;785.00;2257.00;582.00;322.00;13.00;21.00;27.00;7.50;2.39;55.00;169.00;18.00;42.80;52.10;24.00;0.00;-2.80
Steinerberg;953.00;137.70;196.00;601.00;156.00;95.00;1.00;6.00;11.00;9.40;2.44;36.00;38.00;11.00;50.40;45.00;X;0.00;19.00
Unteriberg;2414.00;52.00;455.00;1529.00;430.00;246.00;6.00;12.00;17.00;6.90;2.17;52.00;129.00;8.00;41.90;44.10;21.00;0.00;4.60
Alpnach;6109.00;113.60;1254.00;3846.00;1009.00;950.00;39.00;26.00;36.00;6.00;2.35;71.00;351.00;28.00;43.50;55.90;56.00;0.00;2.30
Engelberg;4194.00;56.00;692.00;2535.00;967.00;1079.00;-25.00;17.00;50.00;4.50;2.06;58.00;378.00;3.00;43.20;52.50;76.00;1.00;6.20
Giswil;3676.00;42.80;757.00;2245.00;674.00;428.00;8.00;21.00;33.00;7.60;2.35;97.00;185.00;56.00;54.70;50.90;36.00;0.00;2.20
Kerns;6332.00;68.40;1436.00;3872.00;1024.00;670.00;9.00;24.00;62.00;8.20;2.41;140.00;266.00;61.00;35.10;50.50;50.00;0.00;3.00
Lungern;2138.00;46.00;429.00;1234.00;475.00;226.00;1.00;10.00;22.00;6.90;2.22;52.00;92.00;19.00;47.50;44.90;25.00;0.00;16.50
Sachseln;5145.00;95.50;1060.00;3053.00;1032.00;648.00;0.00;18.00;35.00;6.80;2.36;70.00;277.00;28.00;39.20;53.50;40.00;0.00;-4.50
Sarnen;10514.00;143.80;1961.00;6249.00;2304.00;1632.00;2.00;47.00;106.00;6.00;2.25;143.00;991.00;92.00;43.20;52.40;96.00;0.00;5.20
Beckenried;3742.00;154.30;744.00;2259.00;739.00;479.00;7.00;18.00;30.00;5.30;2.26;42.00;191.00;27.00;32.60;55.30;47.00;0.00;10.50
Buochs;5313.00;533.40;998.00;3244.00;1071.00;794.00;9.00;27.00;45.00;5.40;2.26;40.00;277.00;41.00;27.60;55.70;50.00;0.00;3.40
Dallenwil;1848.00;119.40;360.00;1147.00;341.00;176.00;8.00;5.00;8.00;7.50;2.37;39.00;103.00;0.00;45.90;54.10;12.00;0.00;4.90
Emmetten;1541.00;61.80;245.00;983.00;313.00;274.00;5.00;7.00;7.00;3.80;2.01;25.00;87.00;106.00;47.60;50.40;12.00;0.00;62.40
Ennetbürgen;4866.00;522.10;844.00;2844.00;1178.00;805.00;-2.00;24.00;42.00;3.70;2.17;36.00;248.00;42.00;29.70;59.30;39.00;1.00;18.70
Ennetmoos;2254.00;160.20;485.00;1410.00;359.00;206.00;21.00;12.00;12.00;7.50;2.39;55.00;78.00;48.00;42.80;49.90;17.00;0.00;16.20
Hergiswil (NW);5863.00;410.00;872.00;3661.00;1330.00;1265.00;-1.00;18.00;52.00;3.80;2.10;21.00;675.00;10.00;31.70;57.00;61.00;0.00;15.50
Oberdorf (NW);3080.00;190.10;635.00;1840.00;605.00;244.00;3.00;15.00;24.00;7.10;2.35;58.00;114.00;4.00;29.40;50.90;20.00;0.00;-12.30
Stans;8171.00;737.50;1476.00;4973.00;1722.00;1158.00;17.00;45.00;57.00;4.50;2.22;27.00;899.00;19.00;30.70;61.30;128.00;1.00;-13.30
Stansstad;4727.00;521.20;713.00;2787.00;1227.00;923.00;-3.00;16.00;44.00;3.40;2.05;24.00;349.00;67.00;32.70;60.30;38.00;1.00;22.70
Wolfenschiessen;2115.00;22.80;491.00;1240.00;384.00;200.00;-2.00;4.00;14.00;9.80;2.44;78.00;96.00;4.00;36.80;48.40;25.00;0.00;15.70
Glarus Nord;18832.00;128.10;3769.00;11604.00;3459.00;4941.00;21.00;76.00;168.00;5.90;2.26;150.00;919.00;108.00;69.50;51.90;273.00;1.00;9.10
Glarus Süd;9480.00;22.00;1543.00;5465.00;2472.00;1679.00;-73.00;38.00;139.00;4.70;2.10;166.00;461.00;30.00;76.90;49.80;197.00;0.00;11.10
Glarus;12539.00;121.00;2509.00;7541.00;2489.00;3478.00;3.00;54.00;124.00;5.20;2.18;54.00;900.00;39.00;68.00;50.80;267.00;1.00;2.20
Baar;24686.00;993.40;4906.00;15576.00;4204.00;7538.00;50.00;98.00;180.00;5.40;2.26;71.00;3279.00;70.00;33.30;62.70;483.00;1.00;0.70
Cham;17042.00;961.20;3658.00;10644.00;2740.00;4447.00;97.00;76.00;97.00;5.70;2.34;61.00;1688.00;26.00;40.10;60.90;292.00;0.00;2.70
Hünenberg;8768.00;476.30;1885.00;5243.00;1640.00;1532.00;19.00;34.00;45.00;7.20;2.48;55.00;984.00;48.00;57.90;50.60;100.00;0.00;-5.20
Menzingen;4540.00;165.00;861.00;2752.00;927.00;918.00;-14.00;20.00;45.00;7.20;2.35;96.00;249.00;8.00;43.50;50.90;111.00;0.00;2.00
Neuheim;2240.00;282.50;496.00;1369.00;375.00;541.00;3.00;8.00;13.00;8.70;2.47;27.00;190.00;0.00;52.80;38.30;30.00;0.00;-0.40
Oberägeri;6382.00;212.50;1351.00;3835.00;1196.00;1837.00;17.00;18.00;34.00;6.10;2.34;75.00;398.00;18.00;40.00;51.20;86.00;0.00;18.80
Risch;11212.00;754.50;2274.00;7454.00;1484.00;3043.00;73.00;58.00;52.00;5.90;2.35;41.00;1045.00;59.00;43.90;59.50;182.00;0.00;14.30
Steinhausen;10198.00;2023.40;2105.00;6282.00;1811.00;2608.00;46.00;33.00;65.00;5.50;2.34;21.00;1002.00;63.00;40.90;62.30;170.00;0.00;2.10
Unterägeri;8972.00;350.30;1891.00;5334.00;1747.00;2341.00;-13.00;33.00;84.00;5.60;2.25;50.00;533.00;55.00;40.30;53.50;111.00;0.00;13.30
Walchwil;3820.00;281.90;705.00;2288.00;827.00;1408.00;8.00;17.00;26.00;6.10;2.28;41.00;254.00;32.00;46.60;48.10;45.00;0.00;25.50
Zug;30934.00;1430.80;5858.00;19457.00;5619.00;10845.00;91.00;164.00;227.00;4.30;2.13;35.00;6886.00;114.00;33.50;60.10;424.00;2.00;6.80
Châtillon (FR);520.00;400.00;118.00;321.00;81.00;32.00;3.00;0.00;2.00;8.20;2.51;X;15.00;4.00;84.60;56.00;X;0.00;65.70
Cheiry;396.00;61.40;83.00;246.00;67.00;41.00;1.00;0.00;2.00;5.80;2.31;15.00;11.00;8.00;47.40;47.70;X;0.00;7.60
Cugy (FR);1847.00;186.90;412.00;1144.00;291.00;336.00;-2.00;10.00;20.00;7.30;2.41;22.00;62.00;33.00;60.80;57.40;17.00;0.00;44.30
Fétigny;1080.00;263.40;274.00;652.00;154.00;176.00;4.00;3.00;10.00;4.30;2.44;5.00;34.00;6.00;68.90;57.20;16.00;0.00;4.70
Gletterens;1094.00;427.30;252.00;662.00;180.00;154.00;4.00;7.00;10.00;5.50;2.48;6.00;47.00;2.00;86.50;60.70;10.00;0.00;-1.80
Lully (FR);1156.00;210.20;307.00;710.00;139.00;205.00;-1.00;2.00;6.00;8.70;2.57;12.00;63.00;3.00;77.20;46.70;16.00;0.00;-15.40
Ménières;427.00;97.50;119.00;245.00;63.00;74.00;0.00;1.00;4.00;8.10;2.66;7.00;13.00;0.00;64.90;53.70;X;0.00;-27.80
Montagny (FR);2712.00;154.60;646.00;1665.00;401.00;452.00;20.00;13.00;18.00;8.30;2.44;38.00;97.00;19.00;60.10;58.20;43.00;0.00;9.30
Nuvilly;471.00;118.30;122.00;293.00;56.00;71.00;-1.00;1.00;5.00;9.80;2.68;11.00;35.00;4.00;68.00;54.70;12.00;0.00;48.00
Prévondavaux;83.00;45.60;13.00;61.00;9.00;17.00;-1.00;0.00;1.00;0.00;1.98;X;X;6.00;25.90;60.40;X;0.00;141.90
Saint-Aubin (FR);1886.00;239.00;448.00;1175.00;263.00;400.00;10.00;3.00;14.00;6.20;2.43;20.00;72.00;17.00;61.70;43.80;35.00;0.00;21.00
Sévaz;318.00;127.20;78.00;202.00;38.00;69.00;3.00;0.00;2.00;8.70;2.50;6.00;25.00;1.00;61.70;52.60;X;0.00;35.40
Surpierre;747.00;89.50;158.00;470.00;119.00;113.00;-1.00;1.00;6.00;8.50;2.51;11.00;18.00;2.00;61.60;50.30;X;0.00;27.20
Vallon;464.00;132.20;109.00;289.00;66.00;81.00;1.00;2.00;1.00;4.30;2.21;9.00;14.00;7.00;64.50;50.80;X;0.00;10.90
Les Montets;1535.00;149.20;365.00;936.00;234.00;268.00;6.00;3.00;12.00;8.10;2.40;23.00;52.00;1.00;64.40;47.70;24.00;0.00;3.90
Delley-Portalban;1222.00;177.10;245.00;745.00;232.00;169.00;3.00;5.00;9.00;5.40;2.26;13.00;45.00;16.00;81.80;56.40;6.00;0.00;42.60
Belmont-Broye;5635.00;218.50;1379.00;3481.00;775.00;1416.00;44.00;20.00;27.00;7.80;2.43;55.00;225.00;47.00;63.20;52.80;123.00;0.00;8.20
Estavayer;9988.00;249.00;2188.00;6140.00;1660.00;2284.00;21.00;27.00;80.00;6.70;2.34;74.00;482.00;155.00;63.90;56.60;205.00;0.00;19.60
Cheyres-Châbles;2320.00;238.40;506.00;1383.00;431.00;325.00;-10.00;8.00;23.00;5.30;2.32;22.00;71.00;5.00;83.50;53.40;22.00;0.00;5.60
Auboranges;293.00;151.80;76.00;179.00;38.00;18.00;0.00;1.00;4.00;12.70;2.65;7.00;13.00;0.00;70.80;33.00;X;0.00;38.30
Billens-Hennens;791.00;161.80;168.00;501.00;122.00;141.00;-13.00;3.00;15.00;6.30;2.33;14.00;27.00;30.00;54.90;49.00;14.00;0.00;36.80
Chapelle (Glâne);320.00;157.60;78.00;192.00;50.00;30.00;0.00;1.00;3.00;9.10;2.62;5.00;12.00;23.00;69.10;39.90;X;0.00;54.70
Le Châtelard;349.00;46.60;82.00;206.00;61.00;22.00;-6.00;0.00;7.00;13.20;2.66;25.00;13.00;0.00;42.10;57.80;X;0.00;-19.60
Châtonnaye;858.00;136.00;195.00;550.00;113.00;135.00;4.00;3.00;6.00;7.50;2.44;17.00;42.00;18.00;61.60;52.10;13.00;0.00;23.70
Ecublens (FR);356.00;73.00;66.00;250.00;40.00;39.00;2.00;3.00;1.00;6.90;2.45;13.00;13.00;12.00;60.40;48.40;X;0.00;60.80
Grangettes;218.00;65.90;68.00;126.00;24.00;30.00;1.00;0.00;4.00;13.10;2.60;8.00;10.00;0.00;47.50;44.90;X;0.00;-22.70
Massonnens;548.00;127.70;144.00;328.00;76.00;81.00;5.00;2.00;4.00;8.90;2.55;12.00;14.00;13.00;54.10;55.70;X;0.00;20.40
Mézières (FR);1062.00;118.90;217.00;669.00;176.00;145.00;-3.00;6.00;16.00;6.20;2.41;26.00;34.00;43.00;55.60;48.30;6.00;0.00;14.20
Montet (Glâne);444.00;201.80;113.00;277.00;54.00;74.00;2.00;1.00;1.00;8.90;2.77;X;10.00;27.00;78.50;45.80;X;0.00;119.30
Romont (FR);5417.00;497.40;1250.00;3325.00;842.00;2222.00;7.00;13.00;56.00;6.20;2.27;22.00;366.00;0.00;44.90;58.90;200.00;0.00;7.80
Rue;1537.00;137.20;371.00;966.00;200.00;235.00;15.00;10.00;11.00;5.90;2.39;30.00;54.00;0.00;65.20;48.10;22.00;0.00;-4.60
Siviriez;2346.00;115.70;566.00;1454.00;326.00;404.00;7.00;9.00;20.00;9.40;2.49;57.00;91.00;10.00;52.90;51.00;18.00;0.00;27.70
Ursy;3299.00;221.00;835.00;2007.00;457.00;584.00;-1.00;13.00;31.00;7.90;2.49;38.00;106.00;52.00;64.30;51.60;38.00;0.00;5.80
Vuisternens-devant-Romont;2338.00;97.30;569.00;1385.00;384.00;242.00;-8.00;5.00;26.00;10.90;2.59;82.00;89.00;4.00;53.10;48.80;10.00;0.00;9.00
Villorsonnens;1483.00;95.80;358.00;899.00;226.00;150.00;-3.00;3.00;13.00;7.60;2.46;47.00;41.00;15.00;58.40;44.20;12.00;0.00;-10.70
Torny;988.00;97.10;258.00;586.00;144.00;126.00;0.00;2.00;10.00;10.40;2.61;21.00;29.00;28.00;60.40;50.00;9.00;0.00;17.30
Villaz;2310.00;149.70;588.00;1380.00;342.00;391.00;5.00;8.00;18.00;8.20;2.46;40.00;94.00;0.00;58.20;50.30;48.00;0.00;5.20
Haut-Intyamon;1588.00;26.30;362.00;929.00;297.00;270.00;10.00;2.00;14.00;7.80;2.24;28.00;56.00;1.00;63.40;56.10;42.00;0.00;12.10
Pont-en-Ogoz;1951.00;192.00;427.00;1195.00;329.00;272.00;16.00;7.00;12.00;7.00;2.36;17.00;73.00;33.00;63.70;48.80;32.00;0.00;9.30
Botterens;670.00;156.90;157.00;412.00;101.00;104.00;4.00;5.00;4.00;8.50;2.48;X;13.00;31.00;66.30;48.60;X;0.00;79.30
Broc;2662.00;265.40;545.00;1634.00;483.00;834.00;3.00;9.00;25.00;5.30;2.17;5.00;94.00;35.00;59.30;54.10;73.00;0.00;8.70
Bulle;24412.00;1023.10;5254.00;15551.00;3607.00;10048.00;83.00;82.00;198.00;5.70;2.21;21.00;1442.00;417.00;48.00;62.70;825.00;1.00;19.10
Châtel-sur-Montsalvens;317.00;156.20;67.00;203.00;47.00;73.00;2.00;4.00;3.00;5.80;2.25;X;17.00;4.00;72.20;52.80;X;0.00;68.60
Corbières;919.00;95.40;215.00;557.00;147.00;132.00;4.00;4.00;6.00;6.90;2.41;11.00;36.00;10.00;76.50;49.10;8.00;0.00;5.50
Crésuz;415.00;231.80;82.00;227.00;106.00;80.00;7.00;0.00;3.00;5.40;2.01;0.00;10.00;1.00;76.50;49.40;X;0.00;29.50
Echarlens;847.00;182.20;186.00;541.00;120.00;115.00;2.00;2.00;3.00;6.10;2.44;10.00;32.00;0.00;58.10;44.90;11.00;0.00;17.90
Grandvillard;845.00;34.70;215.00;504.00;126.00;107.00;-2.00;1.00;10.00;6.50;2.49;12.00;35.00;1.00;65.70;48.30;9.00;0.00;-4.70
Gruyères;2205.00;77.50;523.00;1325.00;357.00;469.00;7.00;15.00;16.00;6.20;2.31;15.00;117.00;5.00;67.00;50.30;48.00;0.00;-11.80
Hauteville;678.00;64.30;185.00;410.00;83.00;95.00;1.00;4.00;4.00;8.70;2.56;9.00;19.00;3.00;68.20;42.60;12.00;0.00;-8.80
Jaun;633.00;11.50;134.00;342.00;157.00;33.00;-6.00;4.00;10.00;10.50;2.52;24.00;40.00;3.00;62.70;55.30;X;0.00;-12.50
Marsens;2034.00;259.10;546.00;1245.00;243.00;298.00;7.00;10.00;12.00;10.10;2.62;17.00;73.00;16.00;68.50;46.90;25.00;0.00;33.10
Morlon;643.00;243.60;142.00;383.00;118.00;73.00;4.00;2.00;1.00;7.60;2.41;5.00;18.00;9.00;57.60;44.60;X;0.00;0.00
Le Pâquier (FR);1338.00;297.30;328.00;827.00;183.00;246.00;8.00;8.00;5.00;6.80;2.54;7.00;40.00;1.00;74.10;50.90;11.00;0.00;-3.00
Pont-la-Ville;609.00;140.00;128.00;399.00;82.00;80.00;1.00;0.00;5.00;8.50;2.60;14.00;22.00;0.00;69.60;48.90;X;0.00;24.90
Riaz;2815.00;363.20;667.00;1751.00;397.00;483.00;8.00;11.00;17.00;7.00;2.44;13.00;131.00;27.00;61.80;52.00;29.00;0.00;5.00
La Roche;1821.00;75.70;437.00;1091.00;293.00;294.00;-2.00;3.00;19.00;7.90;2.45;35.00;81.00;1.00;62.10;52.80;21.00;0.00;45.40
Sâles;1452.00;77.20;371.00;879.00;202.00;127.00;15.00;2.00;8.00;10.50;2.65;45.00;38.00;7.00;50.60;48.20;11.00;0.00;-1.40
Sorens;1105.00;126.90;270.00;655.00;180.00;132.00;10.00;3.00;5.00;8.70;2.49;22.00;47.00;1.00;63.10;50.10;20.00;0.00;-17.10
Vaulruz;1085.00;107.40;231.00;681.00;173.00;173.00;9.00;6.00;5.00;7.10;2.46;20.00;71.00;14.00;52.30;60.20;11.00;0.00;6.50
Vuadens;2472.00;236.60;611.00;1538.00;323.00;439.00;4.00;4.00;15.00;8.20;2.46;24.00;105.00;20.00;65.10;50.80;68.00;0.00;14.30
Bas-Intyamon;1555.00;46.60;392.00;939.00;224.00;273.00;16.00;3.00;11.00;7.60;2.34;19.00;66.00;18.00;66.10;55.40;33.00;0.00;4.50
Val-de-Charmey;2548.00;22.70;486.00;1455.00;607.00;432.00;-1.00;11.00;32.00;5.00;2.15;38.00;142.00;6.00;58.80;54.80;45.00;0.00;6.30
Arconciel;1044.00;169.50;278.00;631.00;135.00;146.00;7.00;1.00;5.00;9.10;2.55;8.00;38.00;1.00;72.30;42.40;X;0.00;-6.70
Autigny;782.00;125.70;166.00;511.00;105.00;121.00;9.00;5.00;3.00;7.30;2.44;20.00;29.00;8.00;61.70;52.80;X;0.00;-27.90
Avry;1911.00;327.80;447.00;1171.00;293.00;401.00;8.00;5.00;8.00;6.20;2.55;11.00;163.00;6.00;64.70;43.90;72.00;0.00;-15.10
Belfaux;3342.00;376.40;847.00;2021.00;474.00;1019.00;23.00;11.00;15.00;9.60;2.58;22.00;116.00;12.00;61.10;48.00;97.00;0.00;11.50
Chénens;843.00;214.00;225.00;521.00;97.00;151.00;0.00;3.00;7.00;9.90;2.68;6.00;34.00;2.00;67.20;45.80;11.00;0.00;-3.60
Corminboeuf;2794.00;386.40;658.00;1693.00;443.00;405.00;8.00;9.00;13.00;6.80;2.62;12.00;119.00;48.00;79.00;40.80;22.00;0.00;24.30
Cottens (FR);1482.00;298.20;390.00;848.00;244.00;254.00;-1.00;9.00;13.00;9.80;2.60;15.00;44.00;1.00;70.00;48.30;34.00;0.00;-11.40
Ependes (FR);1118.00;199.30;260.00;683.00;175.00;216.00;0.00;4.00;9.00;9.30;2.56;16.00;43.00;1.00;64.30;48.60;21.00;0.00;25.40
Ferpicloz;267.00;261.80;59.00;163.00;45.00;40.00;1.00;0.00;0.00;8.90;2.62;X;18.00;0.00;75.90;44.80;X;0.00;-18.80
Fribourg;38039.00;4099.00;7134.00;24515.00;6390.00;14006.00;8.00;146.00;391.00;5.80;2.08;4.00;3382.00;208.00;24.90;55.20;1538.00;2.00;-6.40
Givisiez;3143.00;908.40;738.00;2038.00;367.00;1141.00;15.00;17.00;19.00;6.20;2.43;X;308.00;6.00;40.50;57.60;71.00;0.00;-12.00
Granges-Paccot;3839.00;962.20;922.00;2559.00;358.00;1284.00;47.00;22.00;15.00;6.70;2.34;7.00;233.00;26.00;46.40;57.80;214.00;0.00;6.60
Grolley;2084.00;390.30;445.00;1350.00;289.00;483.00;21.00;7.00;12.00;6.60;2.44;13.00;70.00;66.00;65.10;50.60;40.00;0.00;43.40
Marly;8222.00;1065.00;1762.00;4770.00;1690.00;2407.00;10.00;31.00;83.00;7.10;2.37;7.00;380.00;34.00;62.80;57.90;435.00;0.00;10.90
Matran;1620.00;556.70;359.00;1024.00;237.00;345.00;0.00;1.00;9.00;8.60;2.51;X;101.00;103.00;70.20;51.10;30.00;0.00;37.30
Neyruz (FR);2757.00;498.60;701.00;1705.00;351.00;511.00;18.00;8.00;11.00;7.60;2.58;6.00;75.00;13.00;71.80;48.90;19.00;0.00;26.60
Pierrafortscha;157.00;31.00;32.00;95.00;30.00;22.00;-1.00;0.00;3.00;16.70;2.89;7.00;6.00;0.00;47.80;41.50;X;0.00;-25.20
Ponthaux;779.00;131.80;209.00;458.00;112.00;74.00;7.00;2.00;3.00;9.60;2.76;11.00;22.00;2.00;72.40;43.30;10.00;0.00;32.70
Le Mouret;3148.00;169.60;681.00;1921.00;546.00;444.00;9.00;7.00;27.00;7.20;2.44;34.00;104.00;31.00;67.40;48.20;33.00;0.00;3.20
Senèdes;150.00;294.10;29.00;88.00;33.00;19.00;0.00;0.00;1.00;10.00;2.48;X;4.00;0.00;64.40;52.90;X;0.00;6.70
Treyvaux;1466.00;128.60;352.00;881.00;233.00;172.00;1.00;4.00;15.00;8.00;2.50;30.00;49.00;6.00;69.50;46.00;11.00;0.00;-14.90
Villars-sur-Glâne;12219.00;2229.70;2745.00;7406.00;2068.00;4019.00;43.00;47.00;99.00;6.90;2.35;4.00;610.00;67.00;51.20;57.90;621.00;0.00;-1.60
Villarsel-sur-Marly;75.00;54.00;11.00;55.00;9.00;18.00;0.00;1.00;0.00;10.30;2.55;4.00;X;0.00;33.30;48.60;X;0.00;40.80
